Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Antlr 3.5.0.2,,,,,"Antlr, 3.5.0.2  Recommendation:  Remove Antlr, and replace with new package Antlr4 4.6.6"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.AspNet.Cors 5.2.7,,,,,"Microsoft.AspNet.Cors, 5.2.7  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.AspNet.Mvc 5.2.7,,,,,"Microsoft.AspNet.Mvc, 5.2.7  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.AspNet.Razor 3.2.7,,,,,"Microsoft.AspNet.Razor, 3.2.7  Recommendation:  Package functionality included with new framework reference"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.AspNet.Web.Optimization 1.1.3,,,,,"Microsoft.AspNet.Web.Optimization, 1.1.3  Recommendation:  No supported version found"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.AspNet.WebApi 5.2.7,,,,,"Microsoft.AspNet.WebApi, 5.2.7  Recommendation:  Package functionality included with new framework reference"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.AspNet.WebApi.Core 5.2.7,,,,,"Microsoft.AspNet.WebApi.Core, 5.2.7  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.AspNet.WebApi.Cors 5.2.7,,,,,"Microsoft.AspNet.WebApi.Cors, 5.2.7  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.AspNet.WebApi.WebHost 5.2.7,,,,,"Microsoft.AspNet.WebApi.WebHost, 5.2.7  Recommendation:  No supported version found"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.AspNet.WebPages 3.2.7,,,,,"Microsoft.AspNet.WebPages, 3.2.7  Recommendation:  Package functionality included with new framework reference"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.Bcl 1.1.10,,,,,"Microsoft.Bcl, 1.1.10  Recommendation:  No supported version found"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.CodeDom.Providers.DotNetCompilerPlatform 2.0.0,,,,,"Microsoft.CodeDom.Providers.DotNetCompilerPlatform, 2.0.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.Net.Http 2.2.29,,,,,"Microsoft.Net.Http, 2.2.29  Recommendation:  Remove Microsoft.Net.Http, and replace with new package System.Net.Http 4.3.4"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.Web.Infrastructure 1.0.0.0,,,,,"Microsoft.Web.Infrastructure, 1.0.0.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Newtonsoft.Json 11.0.1,,,,,"Newtonsoft.Json, 11.0.1  Recommendation:  Remove Newtonsoft.Json, and replace with new package Newtonsoft.Json 13.0.4"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Swashbuckle.Core 5.6.0,,,,,"Swashbuckle.Core, 5.6.0  Recommendation:  No supported version found"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,System.IO 4.3.0,,,,,"System.IO, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,System.Net.Http 4.3.0,,,,,"System.Net.Http, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,System.Reflection 4.3.0,,,,,"System.Reflection, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,System.Reflection.TypeExtensions 4.3.0,,,,,"System.Reflection.TypeExtensions, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,System.Runtime 4.3.0,,,,,"System.Runtime, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,System.Security.Cryptography.Algorithms 4.3.0,,,,,"System.Security.Cryptography.Algorithms, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,System.Security.Cryptography.Encoding 4.3.0,,,,,"System.Security.Cryptography.Encoding, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,System.Security.Cryptography.Primitives 4.3.0,,,,,"System.Security.Cryptography.Primitives, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,System.Security.Cryptography.X509Certificates 4.3.0,,,,,"System.Security.Cryptography.X509Certificates, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,WebActivatorEx 2.0,,,,,"WebActivatorEx, 2.0  Recommendation:  No supported version found"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,bootstrap 3.3.7,,,,,"bootstrap, 3.3.7  Recommendation:  bootstrap, 5.3.8"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,BouncyCastle 1.8.9,,,,,"BouncyCastle, 1.8.9  Recommendation:  BouncyCastle, 1.8.9"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,BouncyCastle 1.8.9,,,,,"BouncyCastle, 1.8.9  Recommendation:  This package is no longer maintainted. Please, use official BouncyCastle.Cryptography package. See https://www.bouncycastle.org/csharp/ Remove BouncyCastle, and replace with new package BouncyCastle, 1.8.9"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,jQuery 3.3.1,,,,,"jQuery, 3.3.1  Recommendation:  jQuery, 3.7.1"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.AspNet.Web.Optimization 1.1.3,,,,,"Microsoft.AspNet.Web.Optimization, 1.1.3  Recommendation:  Should be replaced. Remove Microsoft.AspNet.Web.Optimization, and replace with new package LigerShark.WebOptimizer.Core, 3.0.477"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Microsoft.Bcl 1.1.10,,,,,"Microsoft.Bcl, 1.1.10  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,Newtonsoft.Json 11.0.1,,,,,"Newtonsoft.Json, 11.0.1  Recommendation:  Newtonsoft.Json, 13.0.4"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,System.Net.Http 4.3.0,,,,,"System.Net.Http, 4.3.0  Recommendation:  System.Net.Http, 4.3.4"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\EsalesApi.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Views\Shared\_Layout.cshtml,,,,,,,,
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\App_Start\BundleConfig.cs,,,,,,,,
Feature.1000,Convert application initialization code from Global.asax.cs to .NET Core and clean up Global.asax.cs,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Global.asax.cs,,,,,,,,
Feature.0003,GlobalFilterCollection is not supported in .NET Core and needs to be converted to the corresponding middleware registrations on the application object,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Global.asax.cs,,,,,,,,
Feature.0003,GlobalFilterCollection is not supported in .NET Core and needs to be converted to the corresponding middleware registrations on the application object,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\App_Start\FilterConfig.cs,,,,,,,,
Feature.0002,Routes registration via RouteCollection is not supported in .NET Core and needs to be converted to the route mappings on the application object,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Global.asax.cs,,,,,,,,
Feature.0002,Routes registration via RouteCollection is not supported in .NET Core and needs to be converted to the route mappings on the application object,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\App_Start\RouteConfig.cs,,,,,,,,
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Models\HelpPageApiModel.cs,27,52,T:System.Web.Http.Description.ApiDescription,,,,,set;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Models\HelpPageApiModel.cs,27,47,T:System.Web.Http.Description.ApiDescription,,,,,get;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Models\HelpPageApiModel.cs,27,8,T:System.Web.Http.Description.ApiDescription,,,,,public ApiDescription ApiDescription
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,47,8,T:System.Web.Mvc.ActionResult,,,,,public ActionResult ResourceModel(string modelName)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,59,12,T:System.Web.Mvc.ViewResult,,,,,return View(ErrorViewName);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,59,12,M:System.Web.Mvc.Controller.View(System.String),,,,,return View(ErrorViewName);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,55,20,T:System.Web.Mvc.ViewResult,,,,,return View(modelDescription);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,55,20,M:System.Web.Mvc.Controller.View(System.Object),,,,,return View(modelDescription);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,51,16,T:System.Web.Http.HttpConfiguration,,,,,ModelDescriptionGenerator modelDescriptionGenerator = Configuration.GetModelDescriptionGenerator();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,33,8,T:System.Web.Mvc.ActionResult,,,,,public ActionResult Api(string apiId)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,44,12,T:System.Web.Mvc.ViewResult,,,,,return View(ErrorViewName);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,44,12,M:System.Web.Mvc.Controller.View(System.String),,,,,return View(ErrorViewName);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,40,20,T:System.Web.Mvc.ViewResult,,,,,return View(apiModel);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,40,20,M:System.Web.Mvc.Controller.View(System.Object),,,,,return View(apiModel);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,37,16,T:System.Web.Http.HttpConfiguration,,,,,HelpPageApiModel apiModel = Configuration.GetHelpPageApiModel(apiId);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,27,8,T:System.Web.Mvc.ActionResult,,,,,public ActionResult Index()
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,30,12,T:System.Web.Http.HttpConfiguration,,,,,return View(Configuration.Services.GetApiExplorer().ApiDescriptions);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,30,12,T:System.Web.Http.Controllers.ServicesContainer,,,,,return View(Configuration.Services.GetApiExplorer().ApiDescriptions);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,30,12,P:System.Web.Http.HttpConfiguration.Services,,,,,return View(Configuration.Services.GetApiExplorer().ApiDescriptions);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,30,12,T:System.Web.Http.ServicesExtensions,,,,,return View(Configuration.Services.GetApiExplorer().ApiDescriptions);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,30,12,T:System.Web.Http.Description.IApiExplorer,,,,,return View(Configuration.Services.GetApiExplorer().ApiDescriptions);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,30,12,M:System.Web.Http.ServicesExtensions.GetApiExplorer(System.Web.Http.Controllers.ServicesContainer),,,,,return View(Configuration.Services.GetApiExplorer().ApiDescriptions);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,30,12,P:System.Web.Http.Description.IApiExplorer.ApiDescriptions,,,,,return View(Configuration.Services.GetApiExplorer().ApiDescriptions);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,30,12,T:System.Web.Mvc.ViewResult,,,,,return View(Configuration.Services.GetApiExplorer().ApiDescriptions);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,30,12,M:System.Web.Mvc.Controller.View(System.Object),,,,,return View(Configuration.Services.GetApiExplorer().ApiDescriptions);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,29,12,T:System.Web.Http.HttpConfiguration,,,,,ViewBag.DocumentationProvider = Configuration.Services.GetDocumentationProvider();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,29,12,T:System.Web.Http.Controllers.ServicesContainer,,,,,ViewBag.DocumentationProvider = Configuration.Services.GetDocumentationProvider();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,29,12,P:System.Web.Http.HttpConfiguration.Services,,,,,ViewBag.DocumentationProvider = Configuration.Services.GetDocumentationProvider();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,29,12,T:System.Web.Http.ServicesExtensions,,,,,ViewBag.DocumentationProvider = Configuration.Services.GetDocumentationProvider();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,29,12,T:System.Web.Http.Description.IDocumentationProvider,,,,,ViewBag.DocumentationProvider = Configuration.Services.GetDocumentationProvider();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,29,12,M:System.Web.Http.ServicesExtensions.GetDocumentationProvider(System.Web.Http.Controllers.ServicesContainer),,,,,ViewBag.DocumentationProvider = Configuration.Services.GetDocumentationProvider();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,29,12,P:System.Web.Mvc.ControllerBase.ViewBag,,,,,ViewBag.DocumentationProvider = Configuration.Services.GetDocumentationProvider();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,25,54,T:System.Web.Http.HttpConfiguration,,,,,private set;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,25,49,T:System.Web.Http.HttpConfiguration,,,,,get;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,25,8,T:System.Web.Http.HttpConfiguration,,,,,public HttpConfiguration Configuration
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,20,8,T:System.Web.Http.HttpConfiguration,,,,,public HelpController(HttpConfiguration config)          {              Configuration = config;          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,22,12,T:System.Web.Http.HttpConfiguration,,,,,Configuration = config;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,20,8,M:System.Web.Mvc.Controller.#ctor,,,,,public HelpController(HttpConfiguration config)          {              Configuration = config;          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,16,19,T:System.Web.Http.GlobalConfiguration,,,,,GlobalConfiguration.Configuration
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,16,19,T:System.Web.Http.HttpConfiguration,,,,,GlobalConfiguration.Configuration
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,16,19,P:System.Web.Http.GlobalConfiguration.Configuration,,,,,GlobalConfiguration.Configuration
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,20,8,T:System.Web.Http.HttpConfiguration,,,,,public HelpController(HttpConfiguration config)          {              Configuration = config;          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,22,12,T:System.Web.Http.HttpConfiguration,,,,,Configuration = config;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,20,8,M:System.Web.Mvc.Controller.#ctor,,,,,public HelpController(HttpConfiguration config)          {              Configuration = config;          }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,16,19,T:System.Web.Http.GlobalConfiguration,,,,,GlobalConfiguration.Configuration
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,16,19,T:System.Web.Http.HttpConfiguration,,,,,GlobalConfiguration.Configuration
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,16,19,P:System.Web.Http.GlobalConfiguration.Configuration,,,,,GlobalConfiguration.Configuration
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\Controllers\HelpController.cs,11,34,T:System.Web.Mvc.Controller,,,,,Controller
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\ModelDescriptions\ModelDescriptionGenerator.cs,243,12,P:System.Web.Http.Description.ApiExplorerSettingsAttribute.IgnoreApi,,,,,return jsonIgnore == null &&                  xmlIgnore == null &&                  ignoreDataMember == null &&                  nonSerialized == null &&                  (apiExplorerSetting == null || !apiExplorerSetting.IgnoreApi) &&                  (!hasDataContractAttribute || hasMemberAttribute);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\ModelDescriptions\ModelDescriptionGenerator.cs,230,12,T:System.Web.Http.Description.ApiExplorerSettingsAttribute,,,,,ApiExplorerSettingsAttribute apiExplorerSetting = member.GetCustomAttribute<ApiExplorerSettingsAttribute>();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\ModelDescriptions\ModelDescriptionGenerator.cs,88,8,T:System.Web.Http.HttpConfiguration,,,,,"public ModelDescriptionGenerator(HttpConfiguration config)          {              if (config == null)              {                  throw new ArgumentNullException(""config"");              }                _documentationProvider = new Lazy<IModelDocumentationProvider>(() => config.Services.GetDocumentationProvider() as IModelDocumentationProvider);              GeneratedModels = new Dictionary<string, ModelDescription>(StringComparer.OrdinalIgnoreCase);          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\ModelDescriptions\ModelDescriptionGenerator.cs,95,12,T:System.Web.Http.Controllers.ServicesContainer,,,,,_documentationProvider = new Lazy<IModelDocumentationProvider>(() => config.Services.GetDocumentationProvider() as IModelDocumentationProvider);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\ModelDescriptions\ModelDescriptionGenerator.cs,95,12,P:System.Web.Http.HttpConfiguration.Services,,,,,_documentationProvider = new Lazy<IModelDocumentationProvider>(() => config.Services.GetDocumentationProvider() as IModelDocumentationProvider);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\ModelDescriptions\ModelDescriptionGenerator.cs,95,12,T:System.Web.Http.ServicesExtensions,,,,,_documentationProvider = new Lazy<IModelDocumentationProvider>(() => config.Services.GetDocumentationProvider() as IModelDocumentationProvider);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\ModelDescriptions\ModelDescriptionGenerator.cs,95,12,T:System.Web.Http.Description.IDocumentationProvider,,,,,_documentationProvider = new Lazy<IModelDocumentationProvider>(() => config.Services.GetDocumentationProvider() as IModelDocumentationProvider);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,EsalesApi\EsalesApi.csproj,File,EsalesApi\Areas\HelpPage\ModelDescriptions\ModelDescriptionGenerator.cs,95,12,M:System.Web.Http.ServicesExtensions.GetDocumentationProvider(System.Web.Http.Controllers.ServicesContainer),,,,,_documentationProvider = new Lazy<IModelDocumentationProvider>(() => config.Services.GetDocumentationProvider() as IModelDocumentationProvider);
